code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
600072.SH,中船科技,973739.8723159264,277301.3208138528,231,80047823.25,1000吨卸煤机、22000立方米石油液化气罐、30吨*24m船用克林吊、DULLES国际机场钢结构工程、宝钢1200吨卸船机、北京天文台圆顶工程、冰岛变电站扩建厂房钢结构、东海大桥海上浮箱加工、钢管桩D1标、大型施工平台、葛洲坝船闸闸门、国家体育场钢结构工程Ⅱ-1标段、国家体育场钢结构工程Ｉ-1标段、沪崇苏大桥、淮阴大桥、科威特审计总部大楼、美国证券大厦大厅钢结构及钢索工程、上海F1国际赛车场、上海科技馆钢结构、上海浦东国际航运大厦、上海浦东国际机场二期、上海旗忠森林体育城网球中心、上海世界贸易商城展览中心钢结构、上海铁路南站钢结构、上海证券大厦地下钢结构、世界金融大厦钢结构、外高桥600吨龙门吊钢结构制作拼装、长春国际会展中心工程、长江三峡工程临时船闸封堵叠梁、长江三峡永久船闸、中船1200t/h卸船机、中船40.5t集装箱桥吊、中船800t龙门起重机、中船船舶轴舵、中船大型液化气船液罐、中船甲板机械、中船压力容器,船舶(配件)及其维修、民用建筑、压力容器,中船科技股份有限公司前身是由江南造船(集团)有限责任公司独家发起，以其下属的钢结构机械工程事业部为主体，通过社会募集方式于1997年成立的上市公司。2016年底公司完成改革重组，更名为中船科技股份有限公司。公司目前紧紧跟随国家发展趋势大方向，把握好中船集团中长期战略规划布局要点，紧密结合贯彻落实中船集团“十三五”规划，紧密结合中船集团深入推进供给侧结构性改革和落实“五个驱动”等中心任务要求，紧密结合中船集团全面从严治党的实际，摒弃旧业务、旧思想，坚持以创新为驱动，坚定信心走转型发展新道路。通过创新破除制约创新的思想障碍和制度藩篱，促进科技创新与理念创新、制度创新、文化创新等持续发展和全面融合，提出了“创新、合作、包容、共享”的发展理念。在产业布局上，公司将结合国家各大战略目标、十九大报告精神和中船集团中长期战略布局，紧紧围绕公司新发展理念，瞄准与公司未来发展相适应的产业，提出了“以军民融合为主线，多元产业同发展”的战略布局。公司将紧紧围绕“军民深度融合”和“海洋强国”的战略思想，在高科技新产业和高端舰船装备业务上有所突破，在公司领导的带领下朝着“打造成为中船集团旗下高科技新产业的多元化发展上市平台”的战略目标努力前进，为中船集团做优做强做大海洋装备业务的目标和股东价值最大化提供有力支撑。
002023.SZ,海特高新,970890.631981494,318804.9844771784,241,735828252.89,海特高新公务机中小型发动机维修、海特高新航空机载设备检测维修、海特高新航空技术服务、开发与转让、海特高新航空检测设备销售、海特高新航空培训、海特高新支线飞机中小型发动机维修、海特高新直升机中小型发动机维修,航空检测维修、航空零部件、机场货运服务、教育培训服务,公司是我国现代飞机机载设备维修规模最大、维修设备最全、用户覆盖面最广的航空维修企业，也是中国至今唯一一家以航空维修为主的上市企业，公司主要从事航空机载设备的检测、维护、修理及支线飞机、直升机及公务机中小型发动机的维修，航空技术及软件开发，航空机载设备及航空测试设备的研制和销售业务，公司坚持“质量第一，服务航空”的质量管理方针，先后通过和获得了ISO9001：2000国际质量体系认证、CAAC适航维修许可认证、FAA认证，中国民航局、中国香港民航处、中国澳门民航局联合维修管理(JMM)认证以及《零部件制造人批准书》等资质认证和证书。产品品种涉及波音、空客系列及各类支线飞机、通用飞机、直升机、公务机等40多种机型；客户涵盖中国国际航空公司、中国南方航空公司、中国东方航空公司等国家骨干航空企业，以及几乎所有地方航空公司、民营航空公司、中航集团和飞行院校、培训中心(公司)等。
688788.SH,科思科技,951024.8744077676,94924.758439834,241,175828593.52,**显控终端、便携式无线指挥终端、其他信息处理终端、软件雷达信息处理设备、指挥控制信息处理设备、诸元计算终端、专用模块,电子测试和测量仪器、专用设备与零部件,"公司主要从事军用电子信息装备及相关模块的研发、生产和销售。在国防信息化建设中，公司参与了指挥控制信息处理系统、军用雷达信息处理系统、军用模拟训练系统、火力控制系统、反坦克导弹武器系统、侦察系统等军用装备系统的研制，主要产品为指挥控制信息处理设备、软件雷达信息处理设备、便携式无线指挥终端、其他信息处理终端及专用模块等一系列信息化装备，应用领域涉及指挥控制、通信、侦察、情报、防化、测绘、电子对抗、气象等，广泛覆盖陆军各兵种，并已进入空军、火箭军等几大军种,公司坚持围绕新形势下部队装备需求持续进行研发创新，不断提升产品的国产化水平，已逐渐成长为领先的军用电子信息装备供应商,公司多款指挥控制信息处理设备、软件雷达信息处理设备随军用指挥车、无人机地面站、侦察车、雷达车等军用装备参与了各军兵种组织的重要演习演练任务，包括“中国人民解放军建军90周年朱日和阅兵”、“庆祝中华人民共和国成立70周年阅兵”等，并应用于作战训练等领域。"
300114.SZ,中航电测,920841.1867732116,143691.72897095437,241,307007852.69,便携式称重传感器L15B、便携式称重传感器L15BA、传感器BM14K、传感器BM24R、附件HL-3-001、数字传感器DBM14Pd10、数字传感器DHM9A、微型传感器2F、微型传感器2N、压力传感器FYB25、压力传感器FYB26、轴承座式传感器H10B,发动机设备,公司是中国航空工业集团公司控股企业，是以研制电阻应变计、精密电阻、应变式传感器、称重仪表和软件、航空机载和地面测试系统、机动车性能及环保检测系统、机动车驾驶员智能化培训系统、远程联网监管网络平台、车载称重控制系统、工业自动化系统、精密机电控制产品和物联网应用等军民用测量和控制产品及系统解决方案为主的高新技术企业。通过多年快速发展、资本化运作和结构调整，公司现拥有三家控股子公司、两家海外分支机构、两家分公司和三个事业部，形成了以力、电、光、温度、位移、卫星定位、图像识别等多参数测量、分析和控制的集成开发为核心技术、服务支持全球客户的集团化企业。公司拥有多项产品OIML国际认证、NTEP国际认证、NEPSI防爆认证、CE国际认证、俄罗斯计量型式认证、乌克兰计量型式认证、ATEX/FM国际认证。
300008.SZ,天海防务,884528.6384896804,282136.7223278008,241,25970776.33,船舶工程监理、船舶工程设计、海洋工程设计,专业咨询服务,公司是国内规模最大、实力最强的专业民用船舶与海洋工程设计企业，自设立以来一直以船舶与海洋工程装备设计为主营业务。专业从事船舶与海洋工程研发设计、船舶与海洋工程监理和技术咨询、船舶及船舶内装工程承包、游艇设计与制造等业务，业务品种涵盖各类民用运输船、客船和公务船、海洋工程船、海洋工程结构物等，是国内一流的专业民用船舶与海洋工程科技企业。公司收购了上海沃金天然气利用公司，致力于构建水陆一体的天然气增值服务链和金海运船用设备公司，开始了海洋和防务特种装备研发制造领域的业务拓展。军民融合和清洁能源应用已经成为公司转型发展的两大驱动力。
002413.SZ,雷科防务,845374.8204835602,202825.95062655603,241,-240755551.15,ATR加固式数采器、cPCI3U加固高性能信号处理系统、cPCI6U加固高性能实时处理系统、cPCIZD高速串行互连实时信号处理系统、LK-NAV/B-10型北斗双频卫星导航接收模块、LK-NAV/B-20型北斗双频点卫星导航接收模块、LK-NAV/B-30多系统抗干扰卫星导航接收模块、LK-NAV/B-40北斗双频定位定向接收模块、LK-NAV/B-50北斗高精确测量型接收模块、OPEN-VPX-10SLOT加固实时处理平台、OPEN-VPX-16SLOT实时处理平台、OPEN-VPX-5SLOT实时处理平台、北斗卫星导航系统基带信号处理芯片、边坡雷达系统、仿真雷达系统 RSES-1000、干扰信号模拟器、高性能便携试验数采器、高性能上架式数采器、卷筒式冷凝器、空调两器、雷达环境模拟器RES-1000、列车防撞雷达、手持式北斗卫星导航模拟器、丝管式冷凝器、泰克TIQS专用配套记录仪、通用PD雷达回波模拟器、通用雷达数字收发设计平台、微型合成孔径雷达、小型化数采器、新体制雷达系统应用,电子测试和测量仪器、风泵机械,公司主要从事嵌入式实时信息处理、复杂电磁环境测试与验证及评估、北斗卫星导航接收机、雷达以及微波信号分配管理及接收处理业务。公司的主要业务包括雷达系统、遥感测控、卫星导航、数字系统、模拟仿真、安全存储、微波组件等产品研发、制造和销售。
001696.SZ,宗申动力,794924.2491246474,90988.43273443983,241,480558659.03,力之星摩托车、宗申电动自行车、宗申摩托车、宗申摩托车发动机、宗申汽车发动机、宗申通用汽油机、宗申助力车,电动车、发动机设备、摩托车,公司是宗申产业集团的核心子公司。近年来，公司坚持外延式发展战略，积极向通用航空、汽车零部件、金融服务等产业转型和拓展，现已基本形成了以“摩托车发动机和通用动力”为核心，覆盖“航空动力、汽摩核心零部件、产业链金融、汽车售后服务网络”等新兴业务领域的“产融网”一体化产业布局。是国内拥有大规模及品种齐全的专业化热动力机械产品制造基地。宗申动力产品销售覆盖全国各地，并出口到欧美、中东、东南亚和非洲。公司建立了符合产业发展需求和企业发展战略的生产经营体系，宗申动力产品在质量、技术等方面始终保持国内领先水平。公司被评为“重庆工业企业50强”、“中国机械500强”、“全国质量管理先进企业”，“宗申”商标正式被国家工商总局认定为中国驰名商标，“宗申”牌摩托车及发动机产品荣获中国名牌产品称号。
688311.SH,盟升电子,775094.0221576764,71102.69092531121,241,134431782.79,Ka频段船载动中通、Ku频段船载动中通、便携式卫星导航模拟器、车载抛物面动中通、车载平板动中通、车载天通动中通、导航干扰机、导航显示计算机、地标拾取仪、定位定向接收机、分体式抗干扰导航接收机、高动态导航接收机、高性能抗干扰射频组件、海事卫星动中通、民航机载动中通、三模卫星导航OEM板卡、授守时设备、数据链模拟器、数据链一体化终端、数字跟踪接收机、双模授时设备、天通船载动中通、卫星导航接收机产品、卫星导航组件产品、卫星通信天线产品、卫星通信组件产品、无人机载动中通、信标跟踪接收机、一体式抗干扰导航接收机、有人机载动中通、再生转发式卫星导航模拟器、专用测试设备产品、自主式卫星导航模拟器,卫星制造及应用、专用设备与零部件,公司自成立以来，持续专注于卫星应用技术领域相关产品的研发及制造，是一家卫星导航和卫星通信终端设备研发、制造、销售和技术服务的高新技术企业，主要产品包括卫星导航、卫星通信等系列产品。公司卫星导航产品主要为基于北斗卫星导航系统的导航终端设备以及核心部件产品，如卫星导航接收机、组件、专用测试设备等，目前主要应用于国防军事领域；卫星通信产品主要为卫星通信天线及组件，包括动中通天线、信标机和跟踪接收机等产品，目前主要应用于海事、民航市场及国防军事领域。公司始终坚持走军品民品并重的发展路线，以技术自主创新为根基，以持续研发投入为保障，建立了完善的研发体系和强大的科研团队，通过多年的发展，已完全掌握了卫星导航和卫星通信终端设备的核心技术，积累了丰富的项目经验和质量管理经验，产品质量和服务水平赢得了客户的广泛认可。公司业务范围涵盖军品业务和民品业务，为国防、民航、海洋渔业等多个领域客户提供终端产品和技术服务。
300397.SZ,天和防务,763956.6802691701,274898.49838174274,241,-72113605.08,航管装备、军工装备、军民融合智慧路灯、天和防务便携式防空导弹指挥系统、天和防务区域防空群指挥系统、通信电子、智能安防、智能海防、智能哨兵、综合电子,国防产品、行业专用软件,公司是一家以军民融合为战略支撑的民营军工企业，是我国首家上市的民营军工企业，是我国最早一批进入军品整机系统科研生产领域的民营企业，也是国内最早一批实现军品整机系统装备部队并批量出口外销的民营军工企业。公司以军民融合企业战略为引领，专注于“军民融合综合电子信息体系”，构建“军民融合环境感知大数据服务”，打造以大数据、通信物联为代表的高端特色产业集群，在数字城市建设与管理、人工智能深度学习、大数据资源开放共享等重要领域实现规划和应用。目前，公司已形成了军工装备、智能安防、综合电子、通信电子、智能海防等五大产业板块。公司经过不断的积累与沉淀，其市场准入的资质优势、科研技术和人才优势、打造军民融合创新型防务集团标杆企业等核心竞争力得到进一步的巩固与强化。公司先后拥有百余项国防发明专利和实用专利，承担国家863计划，国家科技支撑计划重大项目，十余项“十三五”军方预研项目以及多项机密项目。
300065.SZ,海兰信,732543.6094757385,490858.8155560166,241,48910243.97,"4千瓦X波段雷达(HLG 1102)、HLD-SC100型操舵控制系统、操舵台(HLD-ST100,Steering Stand)、船舶内部监控管理系统(VMSI)、船舶远程监控管理系统(VMS)、海事卫星通信控制模块(ICCM)、航迹控制系统(HLD-TS100)、航向控制系统(HLD-HC100)、手动操舵控制系统(HLD-MS100)、数据保护单元(PDU)、新造船用FVDR(HLD-B2)、遥控单元(HLD-RC 100,Remote Control Unit)、在航船用SVDR(HLD-S2)",电子测试和测量仪器,公司一直专注于航海电子科技领域，主要从事航海电子科技产品和系统的研发、生产、销售和服务。主要产品包括：船载航行数据记录仪(VDR“船用黑匣子”)、船舶远程监控管理系统(VMS)、船舶电子集成系统(VEIS)、船舶操舵仪(SCS)以及雷达等，广泛应用于中远集团、中海集团、海事局、救捞局、台塑国内外船东和诸多国内外大型造船集团，并且远销至三十多个国家和地区。公司在自主研发产品的基础上，积极为用户提供通信导航产品系统服务，为国内外诸多船东提供船岸系统解决方案。
000901.SZ,航天科技,723336.0757874523,156612.0886099585,241,31919807.93,航天科技EPS电控转向助力器、航天科技KFR36GW/ABPJF空调控制器、航天科技VRV空调控制器、航天科技倒车雷达、航天科技电控燃油泵、航天科技汽车仪表,电气仪器仪表、电子元器件、空调器具,公司是中国航天科工集团公司所属中国航天科工飞航技术研究院控股的军民融合型高科技上市公司。公司依托大股东军工技术优势及资源优势，大力推进军民融合、创新引领、人才强企、两轮驱动和国际化发展的战略，现已在北斗应用及车联网工业物联网、航天应用产品、汽车电子、石油仪器设备、电力设备五大业务板块形成核心竞争力，致力于为客户提供优质产品和行业整体解决方案，相关业务遍及全国31个省、市、自治区以及全球30余个国家和地区。公司是中国智慧城市产业技术创新战略联盟发起单位之一，是中国汽车工业协会会员、北京中关村高新技术企业协会会员、环境保护协会会员单位，先后通过了质量管理(GJB9001B)、环境管理(ISO14000)、职业健康与安全(OHSAS18000)等体系认证，具备国家二级保密单位、国家高新技术企业、安防工程企业等资质，拥有国防武器装备科研生产、计算机系统集成、机电设备安装工程专业承包、防爆安全生产、环保污染治理设施运营等专业生产经营许可证书，拥有自主知识产权百余项，先后多次获得国家及省部级科技进步奖、载人航天飞行突出贡献奖等。
601890.SH,亚星锚链,712746.6199170125,316918.77364315354,241,121174759.82,船用锚链、肯特卸扣、连接卸扣、锚、末端卸扣、系泊链、转环,型钢类,公司是专业化从事船用锚链和海洋系泊链及附件的生产企业，公司产品大部分出口到世界多个国家和地区，是我国大型船用锚链和海洋系泊链及附件的生产和出口基地。亚星锚链生产规模大、技术实力强，是深受国内外客户信赖的品牌之一。公司产品除了广泛使用在国内外各类船舶、海洋系泊工程及军事装备上和著名公司，如丹麦“马士基航运”、韩国“现代”、日本“三菱”、SBM、TRANSOCEAN、PETROBRAS和INTERMOOR等。
600391.SH,航发科技,700859.1668154065,220249.1883319502,241,21285717.38,成发科技A17-E560(E550)机床、成发科技DMC125U设备、成发科技F63.100机床、成发科技GE燃机静子环类零件、成发科技GE燃烧室火焰筒类零件、成发科技Sample parts for SKK、成发科技蜂窝密封环形件、成发科技激光切割/焊接加工中心、成发科技结构密封件、成发科技理化检测、成发科技气动摇架、成发科技燃烧室内壁、成发科技三座标测量机、成发科技数控冲床TC190R机床、成发科技涡轮排气机匣、成发科技细纱机牵伸传动装置改造、成发科技压气机静子机匣、成发科技压气机轴承空气密封管组件、成发科技中介机匣、涡轮排气机匣,电子测试和测量仪器、电子设备及加工、纺织机械、航空零部件、机床机械,公司是中国航发成都发动机集团有限公司作为主要发起人，联合中国航发沈阳黎明航空发动机有限责任公司、北京航空航天大学、中国燃气涡轮研究院、成都航空职业技术学院五家单位，并以发起方式设立的股份有限公司，于1999年12月28日在国家工商局注册登记。公司在长期航空发动机研制，以及与国际知名航空企业合作过程中，掌握了国际先进的航空发动机关键零部件制造技术，具有了“国家企业技术中心、专业化加工制造平台、航空制造关键核心技术”三位一体的核心竞争力，具备了航空发动机研制、生产、试验和试车能力。其“国家企业技术中心”涵盖了国家级理化检测中心、国防二级区域计量站、四川省院士(专家)工作站，是技术创新的核心平台。公司与GE、RR、HON等国际知名企业建立了长期合作关系，逐渐成为民用航空发动机、燃气轮机制造领域的国际合作重要供应商。
002520.SZ,日发精机,699562.4672231369,225220.7248174274,241,51008318.92,单柱数控车床、定梁定柱、定柱动梁、动柱定梁、动柱动梁、高速定柱动梁、立式加工中心系列通用工具机械、立式数控磨床、落地式数控铣镗加工中心、汽车轮毂轴承生产线、深沟球轴承单机、深沟球轴承磨超生产自动线、双工位数控车床、双柱数控车床、卧式加工中心系列通用工具机械、卧式数控车床系列、五轴联动加工中心系列通用工具机械、圆锥滚子轴承单机、圆锥滚子轴承磨超自动线、专用磨床系列,工控机械、机床机械、专用设备与零部件,公司是浙江省机械行业的骨干企业和原国家机械部数控机床重要制造基地、国家级CIMS工程示范企业、国家级高新技术企业，也是国内唯一一家能够同时生产立式数控车床、卧式数控车床、立式加工中心、卧式加工中心、龙门加工中心和落地式镗铣床的企业。目前已进入了全国普及型数控机床前五强，被中国机床工业协会评为“中国机床行业数控机床产值十佳企业、综合经济效益十佳企业”。公司引进德国、日本的设计理念和制造技术，广揽国内从事数控机床设计与制造的优秀人才，全面采用美国参数技术公司的Pro/Engineer三维CAD设计软件和Windchill产品数据管理系统，精心设计和制造了我国民族机床之精品。公司实施向全世界采购机床附件之策略，选择五面体加工中心、配置日本AMADA钣金生产线、二维、三维高级测量仪器和激光干涉仪等先进加工手段和测量工具。
