code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
600406.SH,国电南瑞,18172316.26,1039940.343,241,5642448312,国电南瑞AGC自动发电控制软件包、国电南瑞变电站自动化系统、国电南瑞电力市场、国电南瑞电网调度自动化、国电南瑞轨道交通自动化、国电南瑞能量管理系统、国电南瑞农电自动化、国电南瑞配网自动化、国电南瑞实时分布监控系统、国电南瑞市政及工业控制自动化,行业专用软件、继电保护及调度自动化,"公司作为专业从事电力自动化软硬件开发和系统集成服务的提供商，主要从事电网调度自动化、变电站自动化、火电厂及工业控制自动化系统的软硬件开发和系统集成服务。公司是国家火炬计划软件产业基地-南京软件园“骨干企业”、“江苏省首批软件企业”、“国家规划布局内重点软件企业”。公司建立了遍布全国的营销网络和精干的销售队伍，通过技术合作、共同开发等方式与重要客户构筑了以产品为纽带的合作关系，公司的自动化产品涉足电力、石化、市政、轨道交通等多个领域。2017年公司通过重大资产重组,拥有普瑞特高压、设计公司等100%股权，本公司将新增继电保护及柔性输电、电力信息通信等领域的业务，业务布局进一步完善，业务协同进一步加强，行业地位进一步巩固，整体价值得到有效提升。"
300124.SZ,汇川技术,17211685.5,1483462.981,241,3573404586,CAN600起重机一体化驱动器、ECU630计数器、EMU400线速/转速表、EPS专用变频器、H0U工业控制器、H1U可编程控制器、H2U PLC扩展模块、H2U 模拟量扩展卡系列、H2U 通讯卡系列、H2U可编程控制器、IS100伺服驱动器系列、IS500A伺服驱动器系列、ISMD1直驱伺服电机系列、ISMH伺服电机系列、MD矢量型变频器、MONARCH电梯控制系列、单锭专用变频器、动力机车组逆变器、能量回馈单元、塑料拉丝机专用变频器、制动单元,变电设备,公司是专门从事工业自动化和新能源相关产品研发、生产和销售的高新技术企业。经过十多年的发展，公司已经从单一的变频器供应商发展成机电液综合产品及解决方案供应商。目前公司主要产品包括：①服务于智能装备领域的工业自动化产品，②服务于工业机器人领域的核心部件、整机及解决方案，③服务于新能源汽车领域的动力总成产品，④服务于轨道交通领域的牵引与控制系统，⑤服务于设备后服务市场的工业互联网解决方案。公司专注于工业自动化控制产品的研发、生产和销售，定位服务于中高端设备制造商，以拥有自主知识产权的工业自动化技术为基础，在经营过程中坚持进口替代、行业营销、为细分市场客户提供整体解决方案的经营模式，实现企业价值与客户价值共同成长。在工业自动化产品方面，公司已经成为国内最大的中低压变频器与伺服系统供应商；在电梯行业，公司已经成为行业领先的电梯一体化控制器供应商；在新能源汽车领域，公司已经成为我国新能源汽车电机控制器的领军企业。公司是国家高新技术企业，掌握了高性能矢量变频技术、PLC技术、伺服技术和永磁同步电机等核心平台技术。
600690.SH,海尔智家,16951185.69,1070674.045,241,13067038272,海尔CRT电视、海尔CRT洗衣机、海尔DLP背投电视、海尔DVD、海尔PDP电视、海尔笔记本电脑、海尔电冰箱、海尔家用空调、海尔冷柜、海尔燃气灶、海尔热水器、海尔商用空调、海尔手机、海尔台式电脑、海尔微波炉、海尔吸尘器、海尔吸油烟机、海尔消毒柜、海尔液晶电视,厨房器具、电脑整机、空调器具、清洁器具、视频产品、移动通讯设备与配件、制冷器具,海尔智家股份有限公司成立于1984年，1993年11月19日，海尔智家在上海证券交易所上市，是中国最早上市的公司之一，也是最早入选上证180成分股指数的蓝筹股公司之一，并于2019年被纳入MSCI全球指数。2018年10月24日，海尔智家成功在德国法兰克福交易所主板发行D股。2020年12月23日，海尔智家成功在香港主板上市。至此，海尔智家实现“A+D+H”三地上市，构建与全球化运营同步的全球资本平台。公司始终秉承“以用户为是，以自己为非”的理念，坚持创业、创新精神，不断适应时代的发展。公司坚持海外自主创牌，通过自身的持续耕耘与行业整合，先后收购日本三洋白电业、美国GE家电业务、新西兰Fisher&Paykel业务，持股墨西哥MABE48.41%股权、收购意大利Candy公司，构建“研发、制造、营销”三位一体的全球化竞争力，通过不断优化资源整合能力、发挥全球战略协同优势，实现“海尔、卡萨帝、统帅、美国GE Appliances、新西兰Fisher&Paykel、日本AQUA、意大利Candy”七大世界级品牌布局与全球化运营。面对物联网时代的机遇和挑战，海尔智家坚持智慧家庭战略，紧跟时代脚步，推进物联网生态转型，聚焦用户最佳体验的持续迭代，为消费者提供智慧家庭解决方案，创造全场景智能生活体验。
002371.SZ,北方华创,15913394.27,2152776.055,241,1077409991,高可靠高稳定电阻器、固体钽电容器、混合集成电路、集成电路制造设备、石英晶体器件,电子元器件、集成电路,公司是一家以电子专用设备和电子元器件为主要产品，集研发、生产、销售及服务于一体的大型综合性高科技公司。电子专用设备方面，公司以大规模集成电路制造工艺技术为核心，研发生产了集成电路工艺设备、太阳能电池制造设备、气体质量流量控制器(MFC)、TFT设备、真空热处理设备、锂离子电池制造设备等系列产品，广泛应用于半导体、光伏、电力电子、TFT-LCD、LED、MEMS、锂电等多个新兴行业。高精密电子元器件方面，公司依托多年的元器件技术积累，建立了新产品、新工艺研发体系，产品技术等级不断提升，研发生产了电阻、电容、晶体器件、微波组件、模块电源、混合集成电路等高精密电子元器件系列产品，广泛应用于精密仪器仪表、自动控制等领域。公司为中国电子专用设备工业协会理事长和中国电子元件协会副理事长单位，是中国最大的电子装备生产基地和高端电子元器件制造基地。公司始终站在电子信息技术的前沿，技术开发坚持以自主研发为主、对外技术合作为辅的发展道路。公司依靠自主研发创造了辉煌的业绩，保持了在国内同行业中的技术领先地位。
600050.SH,中国联通,12515804.02,368203.9422,241,6305465753,联通“沃”3G业务、联通193长途、联通3G业务、联通GSM国际漫游、联通GSM业务、联通IP电话业务、联通宝视通个人可视电话、联通固网、联通国际短信、联通国际及港澳台租线、联通互动世界、联通互联网数据中心IDC、联通互联网专线出租、联通丽音街、联通企业互联网、联通企业长话、联通商旅、联通神气宝典、联通数据及互联网服务、联通无限、联通无线VPDN、联通炫铃、联通寻呼业务、联通移动通信、联通在信、联通掌中宽带、联通综合电信服务,电信服务、无线增值业务、寻呼通信服务,公司是经国务院批准的控股公司，经营范围为电信业的投资。公司拥有覆盖全国、通达世界的现代通信网络，积极推进固定网络和移动网络的宽带化，为用户提供全方位、高品质信息通信服务。公司通过联通红筹公司及其所属子公司面向全国提供全方位的电信服务，包括移动宽带(WCDMA、LTE FDD、TD-LTE)、固网宽带、GSM、固网本地电话、信息通信技术服务、数据通信服务以及其他相关增值服务。公司致力成为客户信赖的智慧生活创造者，联通世界，创享美好智慧生活，不断提高产品与服务的品质来满足客户需求。公司深入实施聚焦创新合作战略，发展转型取得积极成效，混合所有制改革持续深化，互联网化运营全面展开，内外部生态持续向好，“五新”联通建设取得了重要进展。
002230.SZ,科大讯飞,12150708.97,1439194.88,241,1556463895,科大讯飞iFly Speech Platform产品、科大讯飞IFLYTEK-C3、科大讯飞InterPhonic系列、科大讯飞InterReco系列、科大讯飞Nuance 8.5、科大讯飞Nuance Verifier 3.5、科大讯飞ViviVoice系列、科大讯飞播音王、科大讯飞电信级语音平台、科大讯飞电信语音增值产品、科大讯飞嵌入式语音软件、科大讯飞声动彩铃、科大讯飞音乐搜索系统、科大讯飞语音搜索,CTI语音软件、电信增值服务、行业专用软件,公司是一家专业从事智能语音及语言技术研究、软件及芯片产品开发、语音信息服务及电子政务系统集成的国家级骨干软件企业。是我国众多软件企业中为数极少掌握核心技术并拥有自主知识产权的企业之一，其语音合成核心技术代表了世界的最高水平。公司承建有首批国家新一代人工智能开放创新平台(智能语音国家人工智能开放创新平台)、语音及语言信息处理国家工程实验室以及我国在人工智能高级阶段——认知智能领域的首个国家级重点实验室等国家级重要平台。
002049.SZ,紫光国微,11633036.04,1676146.697,241,1953785799,DRAM存储器芯片、IGBT、IGTO、THD88芯片、Titan系列可编程系统芯片（FPGA）产品PGT180H、USB-Key主控芯片、第二代可编程系统集成芯片（SoPC）产品、高压超结MOSFET、蓝宝石衬底材料、石英晶体元器件、特种存储器、特种电源管理、特种接口驱动、特种可编程器件、特种微处理器、特种总线,电子元器件,公司是紫光集团旗下半导体行业上市公司，专注于集成电路芯片设计开发领域，是目前国内领先的集成电路芯片设计和系统集成解决方案供应商。公司专注于集成电路芯片设计开发业务，是领先的集成电路芯片产品和解决方案提供商，产品及应用遍及国内外，在智能安全芯片、高稳定存储器芯片、安全自主FPGA、功率半导体器件、超稳晶体频率器件等核心业务领域已形成领先的竞争态势和市场地位。公司深耕集成电路相关领域多年，凭借持续的技术积累、市场拓展和精心构筑的产品质量体系，智能芯片、特种行业集成电路、存储器芯片、FPGA以及晶体等核心业务已形成业内领先的竞争优势，产品及应用遍及国内外。
002027.SZ,分众传媒,11324602.58,1082576.442,241,6063162193,框架平面媒体、楼宇屏幕媒体、卖场终端视频媒体、影院银幕广告媒体,平面媒体,公司原是专业研究、制造、销售计算机整机及其周边产品和数码通讯产品，2015年通过重大资产重组，将原有资产全部置出，注入盈利能力较强，发展情景广阔的生活圈媒体业务，主营业务转变为媒体广告业务，在全球范围首创电梯媒体。公司抓住了电梯这个核心场景，电梯是城市的基础设施，电梯这个日常的生活场景代表着四个词：主流人群、必经、高频、低干扰，而这四个词正是今天引爆品牌的核心稀缺资源。公司被誉为“中国最具品牌引爆力的媒体平台”。
600588.SH,用友网络,10674957.66,708083.9501,241,707762887,用友CRM软件、用友ERP软件、用友OA软件、用友PDM软件、用友SCM软件、用友Tong软件、用友UFIDA U9业务、用友财务软件、用友电子行业专业软件、用友房地产专用软件、用友服务专用软件、用友服装鞋帽版软件、用友高端集团e-HR业务发展情况、用友高端集团与行业解决方案ERP-NC业务、用友化工行业专业软件、用友建筑专用软件、用友金融专用软件、用友军工专用软件、用友汽配行业专业软件、用友医药行业专业软件,CRM软件、ERP软件、OA软件、PDM软件、SCM软件、财务软件、行业专用软件,公司是领先的综合型、融合化、生态式的企业服务提供商，致力于服务中国及全球企业与公共组织的数字化转型与智能化发展，推动企业服务产业变革，用创想与技术推动商业和社会进步。基于移动互联网、云计算、大数据、社交等先进技术，用友UAP私有云平台是中国大型企业和公共组织应用最广泛的企业计算平台，畅捷通公有云平台在小微企业和各类企业公共应用服务中得到运用。中国及亚太地区超过400万家企业与公共组织通过使用用友软件和云服务，实现精细管理、敏捷经营、业务创新。公司连续多年被评定为国家“规划布局内重点软件企业”，“用友ERP管理软件”系“中国名牌产品”，“用友”系中国驰名商标，公司拥有系统集成一级资质，获中国绿色公司百强。
601238.SH,广汽集团,10453073.84,668635.0455,241,7334915288,HVAC系统、城市公交客车、发动机、广汽丰田CAMRY凯美瑞、广汽丰田YARIS雅力士、广州本田奥德赛、广州本田飞度、广州本田思迪、广州本田雅阁、减震器、金星系列轻型货车、骏铃系列轻型货车、银星系列轻型货车、转向器、座椅,车身及外观设备、发动机设备、行驶底盘设备、轿车、客车、轻型卡车、专用设备与零部件、转向设备,公司是由广州汽车工业集团有限公司、万向集团公司、中国机械工业集团公司、广州钢铁企业集团有限公司、广州市长隆酒店有限公司作为共同发起人，以发起方式设立的大型国有控股股份制企业集团。主要业务包括乘用车、商用车、摩托车、汽车零部件的研发、制造、销售及售后服务，以及汽车相关产品进出口贸易，汽车租赁、二手车、物流、拆解、资源再生，汽车信贷、融资租赁、商业保理、保险和保险经纪，股权投资等。经过多年的资源整合及产业重组，公司已经形成了立足华南，辐射华北、华中、华东和环渤海地区的产业布局和以整车制造为中心，覆盖上游汽车与零部件的研发和下游的汽车服务与金融投资的产业链闭环，是国内产业链最为完整、产业布局最为优化的汽车集团。通过引进、消化、吸收和再创新，积累了国际先进的制造和管理技术，形成了世界级水平的生产体系；整合全球优势资源，形成跨平台、模块化架构的正向开发体系，具备集成创新优势。
688981.SH,中芯国际,10423059.25,1702576.037,241,10733098000,光掩模制造、集成电路晶圆代工、设计服务与IP支持、凸块加工及测试,专业咨询服务,"公司是全球领先的集成电路晶圆代工企业之一，也是中国大陆技术最先进、规模最大、配套服务最完善、跨国经营的专业晶圆代工企业，主要为客户提供0.35微米至14纳米多种技术节点、不同工艺平台的集成电路晶圆代工及配套服务,在逻辑工艺领域，中芯国际是中国大陆第一家实现14纳米FinFET量产的晶圆代工企业，代表中国大陆自主研发集成电路制造技术的最先进水平；在特色工艺领域，中芯国际陆续推出中国大陆最先进的24纳米NAND、40纳米高性能图像传感器等特色工艺，与各领域的龙头公司合作，实现在特殊存储器、高性能图像传感器等细分市场的持续增长,除集成电路晶圆代工业务外，中芯国际亦致力于打造平台式的生态服务模式，为客户提供设计服务与IP支持、光掩模制造、凸块加工及测试等一站式配套服务，并促进集成电路产业链的上下游合作，与产业链各环节的合作伙伴一同为客户提供全方位的集成电路解决方案。"
000625.SZ,长安汽车,10372251.09,2612765.768,241,3552463320,SC6360长安星韵客车、快乐王子轿车、羚羊OK款轿车、长安CM8都市多功能车、长安SC6372系列客车、长安城市彩虹货车、长安都市彩虹客车、长安福特嘉年华轿车、长安公安车、长安救护车、长安镭蒙客车、长安绿色新星客车、长安蒙迪欧2.5 V6旗舰轿车、长安双排微型货车、长安系列货车、长安雪虎客车、长安一排半微型货车、长安邮政车、长安运动系列客车,轿车、客车、轻型卡车、专用车,公司是中国汽车四大集团阵营企业、中国品牌领先汽车企业，两度入选央视“国家品牌计划”，成为中国品牌汽车行业领跑者。公司的主要业务涵盖整车研发、制造和销售以及发动机的研发、生产，并整合优势资源积极发展出行服务、新零售、金融投资等领域，进行多维度的产业布局。公司始终坚持以“引领汽车文明造福人类生活”为使命，秉承“节能环保、科技智能”的理念，大力发展新能源和智能汽车，致力于用科技创新引领汽车文明，努力为客户提供高品质的产品和服务。经过多年发展，现已形成轿车、SUV、MPV、交叉型乘用车、客车、货车等多档次、宽系列、多品种的产品谱系，覆盖传统燃油和新能源车型，拥有排量从1.0L到2.0L的发动机平台。公司旗下拥有长安乘用车、欧尚汽车、凯程汽车、长安福特、长安马自达、长安铃木、长安PSA等众多知名品牌。
300450.SZ,先导智能,10371623.13,1102543.251,241,1584673046,18650/21700卷绕机、EV全自动卷绕机、EV真空干燥炉、EV注液机、EV组装线、抽气热压机（DH机）、电池片自动串焊机、分容柜系统、赋能分选机、高速分切机、隔膜分切机、焊接卷绕一体机、焊接组装机、化成柜系统、汇流条焊接机、激光摸切机、极片分切机、老化机、喷金机、软包叠片机、软包注液机、四合一成型机、智能物流线、自动化管式PECVD上/下料机、自动化扩散上/下料机、自动化制绒/刻蚀清洗上/下料机、自动卷绕机、组件自动流水线,专用设备与零部件,公司是国家火炬计划重点高新技术企业、国家两化融合示范企业。公司是全球新能源装备的龙头企业，涵盖锂电池装备、光伏装备、3C检测装备、智能仓储物流系统、汽车智能产线等业务。公司专业从事高端自动化成套装备的研发设计、生产销售，为锂电池、光伏电池/组件、3C、薄膜电容器等节能环保及新能源产品的生产制造商提供高端全自动智能装备及解决方案。公司的产品性能达到国际先进水平，能根据客户要求研发各种个性化智能装备。公司拥有数百项授权专利，多项装备被认定为省高新技术产品、省首台套重大装备、省名牌产品等。
601877.SH,正泰电器,9611764.536,1194118.432,241,3400637981,电机驱动、电力电子、电源电器、断路器、焊接设备、继电器、接触器、开关电器,低压电器类、专用设备与零部件,公司是低压电器市场的龙头企业，主要从事配电电器、终端电器、控制电器、电源电器、电子电器五大类低压电器产品的研发、生产和销售。公司历经由小及大的发展，建立了经验丰富的管理、研发、生产及营销团队，使“CHNT”、“正泰”成为了中国著名的低压电器品牌。2016年，公司经过重大资产重组注入光伏发电业务及资产，主营业务将由现有的低压电器及相关产品的研发、生产和销售扩展至光伏电站的开发、建设、运营、EPC工程总包及太阳能电池组件的制造及销售业务。公司被授予“全国产品和服务质量诚信示范企业”、“浙江省信用管理示范企业”、“温州市自营生产出口龙头企业”、“温州市外经工作先进单位”等荣誉称号。正泰新能源荣获全国分布式光伏应用创新金奖“最佳分布式光伏投资商金奖”，10.3MWp(兆瓦)分布式光伏电站项目获得“最佳分布式光伏EPC金奖”。
000100.SZ,TCL科技,9215089.335,1518616.365,241,10057444000,ALCATEL手机、RCA彩电、TCL IPTV机顶盒、TCL MP3、TCL MP4、TCL笔记本电脑、TCL超薄CRT、TCL电冰箱、TCL空调、TCL手机、TCL台式电脑、TCL王彩电、TCL洗衣机、TCL液晶电视、Thomson彩电、乐华彩电,电脑整机、空调器具、其他消费电子产品、清洁器具、视频产品、移动通讯设备与配件、音响产品、制冷器具,TCL集团创立于1981年，2004年1月在深交所主板上市，38年以来TCL一直坚守实业，在持续变革创新中突出竞争优势。2018年底，TCL集团启动了以专业化经营为核心的重组，转型为聚焦半导体显示及材料业务的科技创新产业集团，并以产业牵引，发展产业金融和投资业务。TCL集团以产品技术创新为重要驱动力，提升技术能力和工业能力，保持优于行业的效率和效益指标。旗下TCL华星是全球半导体显示行业的引领者，旗下有2条8.5代面板生产线，2条11代超大型、商用显示生产线，1条6代LTPS面板生产线和1条AMOLED生产线，目前55吋电视面板市占率居全球第1位，LTPS手机面板市占率提升至全球第2位，AMOLED即将量产。TCL将以全球行业领先为目标，不断提高竞争力，持续健康发展，用优秀的业绩，为中国经济、社会发展做贡献，为股东创造更大的价值。
