code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
300316.SZ,晶盛机电,7760726.968944788,861510.7226348547,241,1711717145.99,单晶硅生长炉控制系统、多晶硅铸锭炉、全自动单晶硅生长炉,锅炉及附属设备,公司是一家以“发展绿色智能高科技制造产业”为使命的高端半导体装备和LED衬底材料制造的高新技术企业。公司主营产品为全自动单晶生长炉、多晶硅铸锭炉、区熔硅单晶炉、单晶硅滚圆机、单晶硅截断机、全自动硅片抛光机、双面研磨机、单晶硅棒切磨复合加工一体机、多晶硅块研磨一体机、叠片机、蓝宝石晶锭、蓝宝石晶片、LED灯具自动化生产线等。公司产品主要应用于太阳能光伏、集成电路、LED、工业4.0等具有较好市场前景的新兴产业。公司拥有多家子公司和研发中心，其中一个海外研发中心，拥有工业4.0方向的省级重点研究院、省级晶体装备研究院等研究平台、博士后工作站。
688008.SH,澜起科技,7536548.430111943,482941.6856929461,241,829137544.38,DDR2高级内存缓冲器芯片、DDR3寄存缓冲器芯片（1.5V/1.35V）、DDR3寄存缓冲器芯片（1.5V/1.35V/1.25V）、DDR3内存缓冲器芯片、标准版混合安全内存模组 (HSDIMM)、第二代（Gen2）DDR4寄存时钟驱动器芯片、第二代（Gen2）DDR4数据缓冲器芯片、第二代+（Gen2 Plus）DDR4寄存时钟驱动器芯片、第二代+（Gen2 Plus）DDR4数据缓冲器芯片、第一代（Gen1）DDR4寄存时钟驱动器芯片、第一代（Gen1）DDR4数据缓冲器芯片、津逮服务器CPU、精简版混合安全内存模组 (HSDIMM-Lite)、消费电子芯片,专用设备与零部件,公司是业界领先的集成电路设计公司，为全球仅有的3家内存接口芯片供应商之一。主要经营模式为Fabless模式，在该模式下企业仅需专注于从事产业链中的集成电路设计和营销环节，其余委托代工完成；由公司取得测试芯片成品销售给客户。公司的主营业务是为云计算和人工智能领域提提供以芯片为基础的解决方案，目前主要产品包括内存接口，津逮服务器CPU以及混合安全内存模组。公司发明的DDR4全缓冲“1+9”架构被采纳为国际标准。现已成为全球可提供从DDR2到DDR4内存全缓冲/半缓冲完整解决方案的主要供应商之一，在内存接口芯片市场位列全球前二。
600460.SH,士兰微,7484719.656304792,2757443.0037333337,240,1517725588.3,士兰微DVD播放机电路、士兰微LED驱动电路、士兰微半导体分立器件芯片、士兰微电源管理电路、士兰微发光二极管、士兰微计量类电路、士兰微遥控发射电路、士兰微音响系统电路、士兰微直流电机驱动电路,集成电路,"公司经营范围是：电子元器件、电子零部件及其他电子产品设计、制造、销售；机电产品进出口。主要产品包括集成电路、半导体分立器件、LED(发光二极管)产品等三大类。经过将近二十年的发展，公司已经从一家纯芯片设计公司发展成为目前国内为数不多的以IDM模式(设计与制造一体化)为主要发展模式的综合型半导体产品公司。公司属于半导体行业,公司被国家发展和改革委员会、工业和信息化部等国家部委认定为“国家规划布局内重点软件和集成电路设计企业”，陆续承担了国家科技重大专项“01专项”和“02专项”多个科研专项课题。"
300661.SZ,圣邦股份,6915231.479874067,656868.0477344398,241,699389578.69,DC/DC转换器、LED驱动器、MOSFET 驱动、POP音抑制器、比较器、耳机驱动器、负载开关、过压保护器件、锂电池充电管理芯片、模拟信号开关、视频驱动器、特殊开关系列、微处理器复位芯片、线性稳压器、小逻辑门、音频功率放大器、音频驱动器、运算放大器,电子元器件,公司是一家专注于高性能、高品质模拟集成电路芯片设计及销售的高新技术企业。公司产品涵盖信号链和电源管理两大领域，包括运算放大器、比较器、音/视频放大器、模拟开关、电平转换及接口电路、小逻辑芯片、AFE、LDO、DC/DC转换器、OVP、负载开关、LED驱动器、微处理器电源监控电路、马达驱动、MOSFET驱动及电池管理芯片等。公司产品可广泛应用于消费类电子、手机与通讯、工业控制、医疗仪器、汽车电子等领域，以及物联网、新能源、可穿戴设备、人工智能、智能家居、无人机、机器人和共享单车等新兴电子产品领域。
688126.SH,沪硅产业-U,6772216.060032262,504322.258439834,241,146112351.76,200mm及以下半导体硅片（含SOI硅片）、300mm半导体硅片,半导体材料,公司目前已成为中国少数具有一定国际竞争力的半导体硅片企业，产品得到了众多国内外客户的认可。公司目前已成为多家主流半导体企业的供应商，提供的产品类型涵盖300mm抛光片及外延片、200mm及以下抛光片、外延片及SOI硅片。公司主要从事半导体硅片的研发、生产和销售，是中国大陆规模最大的半导体硅片制造企业之一，是中国大陆率先实现300mm半导体硅片规模化销售的企业。硅产业集团自设立以来，坚持面向国家半导体行业的重大战略需求，坚持全球化布局，坚持紧跟国际前沿技术，突破了多项半导体硅片制造领域的关键核心技术，打破了我国300mm半导体硅片国产化率几乎为0%的局面，推进了我国半导体关键材料生产技术“自主可控”的进程。公司的技术水平和科技创新能力国内领先，公司及控股子公司拥有已获授权的专利300项，其中中国大陆105项，中国台湾地区及国外195项；公司及控股子公司拥有已获授权的发明专利273项。
603290.SH,斯达半导,5854110.01203195,794750.5189792531,241,398382971.15,1200V IGBT模块、其他电压IGBT模块,电子元器件,公司主营业务是以IGBT为主的功率半导体芯片和模块的设计研发和生产，并以IGBT模块形式对外实现销售。IGBT模块的核心是IGBT芯片和快恢复二极管芯片，公司自主研发设计的IGBT芯片和快恢复二极管芯片是公司的核心竞争力之一。IGBT作为一种新型电力电子器件，是国际上公认的电力电子技术第三次革命最具代表性的产品，是工业控制及自动化领域的核心元器件，其作用类似于人类的心脏，能够根据工业装置中的信号指令来调节电路中的电压、电流、频率、相位等，以实现精准调控的目的。因此，IGBT被称为电力电子行业里的“CPU”，广泛应用于电机节能、轨道交通、智能电网、航空航天、家用电器、汽车电子、新能源发电、新能源汽车等领域。据IHSMarkit2018年报告数据显示，在2017年度IGBT模块供应商全球市场份额排名中，斯达股份排名第10位，在中国企业中排名第1位，成为世界排名前十中唯一一家中国企业。
600584.SH,长电科技,5628054.191601659,1385153.9739626558,241,2958712532.84,长电SIP封装、长电半导体芯片、长电场效应管、长电二极管、长电封测服务、长电集成电路、长电可控硅（晶闸管）、长电三极管、长电手机类元器件、长电数字晶体管、长电稳压电路,半导体分立器件、电子元器件、集成电路、系统集成服务,公司全球知名的集成电路封装测试企业。公司面向全球提供封装设计、产品开发及认证，以及从芯片中测、封装到成品测试及出货的全套专业生产服务。长电科技致力于可持续发展战略，崇尚员工、企业、客户、股东和社会和谐发展，合作共赢之理念，先后被评定为国家重点高新技术企业，中国电子百强企业，集成电路封装技术创新战略联盟理事长单位，中国出口产品质量示范企业等，拥有国内高密度集成电路国家工程实验室、国家级企业技术中心、博士后科研工作站等。公司生产、研发和销售网络已覆盖全球主要半导体市场。公司具有广泛的技术积累和产品解决方案，包括有自主知识产权的Fan-out eWLB、WLCSP、Bump、PoP、fcBGA、SiP、PA等封装技术，另外引线框封装及自主品牌的分立器件也深受客户褒奖。
300223.SZ,北京君正,5557638.6367360875,1112515.8013112033,241,926181170.71,Android 2.2第三方开发环境、USB Boot工具、XBurst CPU、君正Linux系统、芯片,行业专用软件、集成电路,公司是一家集成电路设计企业，拥有全球领先的32位嵌入式CPU技术和低功耗技术。公司主营业务为微处理器芯片、智能视频芯片等ASIC芯片产品及整体解决方案的研发和销售。公司拥有较强的自主创新能力，多年来在自主创新CPU技术、视频编解码技术、图像和声音信号处理技术、SoC芯片技术、软件平台技术等多个领域形成多项核心技术。公司已形成可持续发展的梯队化产品布局，基于自主创新的XBurst CPU和视频编解码等核心技术，公司推出了一系列具有高性价比的微处理器芯片产品和智能视频芯片产品，各类别的芯片产品分别面向不同的市场领域。公司积极培养复合型人才，形成合理的人才梯队，不断加强团队凝聚力，已累计获得多项专利证书，是国内外领先的嵌入式CPU芯片及解决方案提供商之一。
688536.SH,思瑞浦,5060023.317312962,319655.27786307054,241,443535565.13,思瑞浦PM2.5模拟前端、思瑞浦RS232、思瑞浦RS485、思瑞浦标清视频驱动器、思瑞浦低噪声运算放大器、思瑞浦电源管理模拟芯片、思瑞浦高精度模数转换器、思瑞浦高精度数模转换器、思瑞浦高清视频驱动器、思瑞浦高速模数转换器、思瑞浦高速数模转换器、思瑞浦高速运算放大器、思瑞浦高压运算放大器、思瑞浦通用型比较器、思瑞浦通用型运算放大器、思瑞浦微功耗运算放大器、思瑞浦信号链模拟芯片、思瑞浦仪表放大器、思瑞浦音频放大器、思瑞浦自稳零运算放大器,集成电路、专用设备与零部件,公司始终坚持研发高性能、高质量和高可靠性的模拟集成电路产品，目前已拥有超过900款可供销售的产品型号。公司的产品以信号链模拟芯片为主，并逐渐向电源管理模拟芯片拓展，其应用范围涵盖信息通讯、工业控制、监控安全、医疗健康、仪器仪表和家用电器等众多领域。凭借领先的研发实力、可靠的产品质量和优质的客户服务，公司的模拟芯片产品已进入众多知名客户的供应链体系，其中不乏如中兴、海康威视、哈曼、科大讯飞等各行业的龙头企业。公司秉持“成为受尊重的中国半导体模拟芯片行业的领行者、全球半导体行业的影响者”的经营愿景，在日常经营中均以国际标准为准绳，逐渐建立并完善了一整套质量管理体系。公司与行业上游的晶圆制造商、封装测试厂商等供应商建立了高效的联动机制；在内部建立了完善的产品开发验证流程，不断开拓先进的模拟芯片技术；与行业下游的众多知名系统厂商、经销商等客户建立了长期良好的合作关系。未来，公司将继续加强技术积淀，保持在信号链模拟芯片领域的优势，挖掘在电源管理模拟芯片领域的潜力，打造全系列模拟芯片产品的技术创新平台，最终实现公司的经营愿景。
603893.SH,瑞芯微,5024388.8529112525,445883.209626556,241,601778469.15,电源管理芯片RK8XX系列、其他芯片Nano系列、其他芯片RK6XX、RK9XX、RK10XX系列、智能应用处理器芯片RK110X系列、智能应用处理器芯片RK3036系列RK16XX系列、智能应用处理器芯片RK3066系列、智能应用处理器芯片RK312X系列、智能应用处理器芯片RK3188系列、智能应用处理器芯片RK322X系列、智能应用处理器芯片RK3288系列、智能应用处理器芯片RK3308系列、智能应用处理器芯片RK332X系列、智能应用处理器芯片RK3368系列、智能应用处理器芯片RK3399系列、智能应用处理器芯片SoFIA3GR、组件开源平台硬件(开发板)、组件人工智能计算棒,电子元器件,"公司是国家级高新技术企业和经工业和信息化部认定的集成电路设计企业,坚持“创新引领、前瞻布局”的发展战略，以市场需求为导向，以持续创新为驱动，以核心技术为支撑，专注于大规模集成电路及应用方案的设计、开发和销售。经过近20年的创新发展，公司在音视频编解码、视觉影像处理、软硬件协同开发、多应用平台开发等方面积累了深厚的技术优势，已经成为国内集成电路设计行业的优势企业。公司主营业务为大规模集成电路及应用方案的设计、开发和销售，为客户提供芯片产品及技术服务。公司主要产品为智能应用处理器芯片、电源管理芯片及其他芯片，同时提供专业技术服务。公司拥有一支以系统级芯片设计、算法研究为特长的研发团队，自主研发了一系列的核心技术，拥有287项发明专利、174项计算机软件著作权、20项集成电路布图设计登记。公司被认定为国家级高新技术企业、国家规划布局内集成电路设计企业、十年(2001-2010)中国芯领军设计企业、中国软件信息服务业“创新影响力企业”、福建省知识产权优势企业、福建省软件骨干企业、福建省企业技术中心，曾获得福建省科技进步一等奖等。"
605358.SH,立昂微,4932380.835834257,660729.1253360995,241,600303350.38,MOSFET芯片、半导体分立器件业务、肖特基二极管、肖特基二极管芯片,电子元器件,公司设立以来，始终专注于半导体材料、半导体芯片及相关产品的研发及制造领域。经过多年的发展，公司不仅在半导体硅片、半导体分立器件芯片及分立器件成品方面已经形成了自身的主打产品；同时，公司还坚持不懈的进行技术研发投入，通过承担国家科技重大专项、引进高端技术人才等多种方式，在半导体材料及芯片领域不断加强自身的研发实力与技术积累。公司先后承担并成功完成了科技部国家863计划、国家火炬计划、国家发改委高技术产业化示范工程、信息产业技术进步与产业升级专项等国家重大科研项目。此外，公司及其子公司多次荣获中国半导体创新产品和技术奖、浙江省技术发明一等奖等重要奖项。
603160.SH,汇顶科技,4728866.111794216,384570.6022738589,241,859921624.96,平板触控芯片、手机触控芯片、指纹识别芯片,电子元器件,公司是一家基于芯片设计和软件开发的整体应用解决方案提供商，目前主要面向智能移动终端市场提供领先的人机交互和生物识别解决方案，并已成为安卓阵营全球指纹识别方案第一供应商。产品和解决方案主要应用于华为、OPPO、vivo、小米、中兴、一加、魅族、Amazon、Samsung、Nokia、Dell、HP、LG、ASUS、acer、TOSHIBA、Panasonic等国际国内知名品牌，服务全球数亿人群。公司正努力扩展技术研究领域和产品应用市场，将在移动终端、IoT和汽车电子领域为全球更多用户提供应用覆盖面更广的领先技术、产品及应用解决方案，打造世界级的中国“芯”。
688099.SH,晶晨股份,4562735.996016597,336167.6385684647,241,811606706.2,AI音视频系统终端芯片、智能电视芯片、智能机顶盒芯片,半导体分立器件,晶晨半导体是全球无晶圆半导体系统设计的领导者，为智能机顶盒、智能电视、智能家居等多个产品领域，提供多媒体SoC芯片和系统级解决方案，技术先进性和市场覆盖率位居行业前列。同时积极布局智能影像、无线连接、汽车电子等新市场，助力开启AIoT新时代。晶晨半导体拥有丰富的SoC全流程设计经验，坚持超高清多媒体编解码和显示处理、人工智能、内容安全保护、系统IP等核心软硬件技术开发，整合业界领先的CPU/GPU技术和先进制程工艺，实现前所未有的成本、性能和功耗优化，提供基于多种开放平台的完整系统解决方案，帮助全球顶级运营商、OEM、ODM等客户快速部署市场。晶晨半导体创立于美国硅谷，目前在圣克拉拉、上海、深圳、北京、西安、成都、合肥、南京、青岛、台北、香港、首尔、孟买、伦敦、慕尼黑、印第安纳波利斯、米兰等地设有主体或代表处。
002185.SZ,华天科技,3710047.3098130375,849329.2744979254,241,1415671366.19,eSOP8L塑封集成电路、HDIP12L塑封集成电路、HSIP9L～12L塑封集成电路、HSOP28L～34L塑封集成电路、LQFP48L～128L塑封集成电路、PDIP8L～42L塑封集成电路、PQFP44L～128L塑封集成电路、RPM600CBR-S（20B-21.8）塑封集成电路、RPM600CBR-S（20B-4.5）塑封集成电路、SDIP24L～64L塑封集成电路、SIP8L～10L塑封集成电路、SKY28L塑封集成电路、SOP8L～30L塑封集成电路、SOT223-3L塑封集成电路、SOT89-3L塑封集成电路、SSOP10L～28L塑封集成电路、TO220T-5L塑封集成电路、TO251-5L塑封集成电路、TO252-3L～5L塑封集成电路、TO263-5L塑封集成电路、TSOP44L～54L塑封集成电路、ZIP16L塑封集成电路,集成电路,公司主要从事半导体集成电路、MEMS传感器、半导体元器件的封装测试业务。目前公司集成电路封装产品主要有DIP/SDIP、SOT、SOP、SSOP、TSSOP/ETSSOP、QFP/LQFP/TQFP、QFN/DFN、BGA/LGA、FC、MCM(MCP)、SiP、WLP、TSV、Bumping、MEMS等多个系列，产品主要应用于计算机、网络通讯、消费电子及智能移动终端、物联网、工业自动化控制、汽车电子等电子整机和智能化领。公司不断加强先进封装技术和产品的研发力度，加大研发投入，完善以华天西安为主体的研发仿真平台建设，依托国家级企业技术中心、甘肃省微电子工程技术研究中心、甘肃省微电子工程实验室等研发验证平台，通过实施国家科技重大专项02专项等科技创新项目以及新产品、新技术、新工艺的不断研究开发，自主研发出FC、Bumping、MEMS、MCM(MCP)、WLP、SiP、TSV、Fan-Out等多项集成电路先进封装技术和产品，随着公司进一步加大技术创新力度，公司的技术竞争优势将不断提升。
688256.SH,寒武纪-U,3692095.4761404567,208945.90024066388,241,-824949409.11,Cambricon Neuware软件开发平台、寒武纪1A处理器、寒武纪1H处理器、寒武纪1M处理器、思元100（MLU100）芯片及云端智能加速卡、思元220（MLU220）芯片及边缘智能加速卡、思元270（MLU270）芯片及云端智能加速卡、思元290（MLU290）芯片及云端智能加速卡,电子元器件、运营平台系统,公司自成立以来一直专注于人工智能芯片产品的研发与技术创新，致力于打造人工智能领域的核心处理器芯片，让机器更好地理解和服务人类。公司核心人员在处理器芯片和人工智能领域深耕十余年，带领公司研发了智能处理器指令集与微架构等一系列自主创新关键技术。经过不断的研发积累，公司产品在行业内赢得高度认可，广泛应用于消费电子、数据中心、云计算等诸多场景。采用公司终端智能处理器IP的终端设备已出货过亿台；云端智能芯片及加速卡也已应用到国内主流服务器厂商的产品中，并已实现量产出货；边缘智能芯片及加速卡的发布标志着公司已形成全面覆盖云端、边缘端和终端场景的系列化智能芯片产品布局。
688002.SH,睿创微纳,3613153.1121161827,288306.9811659751,241,461180017.63,XCore LA系列机芯、XCore LT系列机芯、XCore Micro机芯、XCore Nano机芯、Xforest 系列 机芯、车载红外热成像仪系列、多功能手持望远镜、多功能头盔式热像仪、红外MEMS芯片、户外手持红外热成像仪系列、金属封装探测器系列、晶圆级封装探测器系列、融合式双光望远镜、陶瓷封装探测器系列、智能手机热像仪,半导体分立器件、电子测试和测量仪器、专用设备与零部件,公司是一家专业从事非制冷红外热成像与MEMS传感技术开发的集成电路芯片企业，致力于专用集成电路、MEMS传感器及红外成像产品的设计与制造。公司产品主要包括非制冷红外热成像MEMS芯片、红外热成像探测器、红外热成像机芯、红外热像仪及光电系统。公司目前已具备先进的集成电路设计、传感器设计、器件封测、图像算法开发、系统集成等研发与制造能力。公司产品主要应用于军用及民用领域，其中军用产品主要应用于夜视观瞄、精确制导、光电载荷以及军用车辆辅助驾驶系统等，民用产品广泛应用于安防监控、汽车辅助驾驶、户外运动、消费电子、工业测温、森林防火、医疗检测设备以及物联网等诸多领域。公司已拥有的全系列产品可以满足绝大部分军品及民品客户需求。
