code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
300413.SZ,芒果超媒,8784979.877933975,664697.5422946058,241,2114090171.85,互联网视频业务、家庭消费业务、快乐购电视购物、快乐购外呼购物、快乐购网络购物、内容制作和运营、社交电商业务、消费金融业务、艺人经纪、游戏及IP内容互动营销、运营商业务,互联网服务、经纪业务、视频点播系统、无线增值业务、影视制作发行,公司是湖南广播电视台旗下统一的新媒体产业及资本运营平台，与湖南卫视共同构成芒果生态内的双平台驱动、全媒体融合发展格局。公司聚焦媒体主业，以芒果TV融合媒体平台为主阵地，秉持平台精准内容与核心自主技术双轮驱动理念，充分发挥研发、生产、发行、牌照、政策优势，服务全国及海外亿级新媒体用户，持续打造A股市场第一家以融合发展为标志，具有引领力、传播力和影响力的国有新媒体上市公司，全力向国内最具创新活力和有全球影响力的新型主流媒体集团战略目标迈进。
002938.SZ,鹏鼎控股,8056190.980578258,380949.5638174274,241,3317274178.23,其他领域用板、通讯用板、消费电子及计算机用板,电子元器件,公司由原富葵精密组件(深圳)有限公司整体变更设立。公司成立于1999年4月29日，主要从事各类印制电路板的设计、研发、制造与销售业务。多年来，公司以“发展科技、造福人类，精进环保、让地球更美好”为使命，遵循“稳增长、调结构、促创新、控风险”的经营策略，致力于与世界一流客户合作，运用先进的研发技术，配合高效率、低成本的运营手段，构建体系完善、布局合理的产供销体系，打造“效率化、合理化、自动化、无人化”的四个现代化制造工程。目前，公司的制造基地分布于深圳、秦皇岛、淮安及营口，服务半径覆盖中国大陆、中国台湾、日本、韩国、美国及越南等地，可以为全球客户提供快速、高效的优质服务，已成为业内极具影响力的重要厂商之一。
300661.SZ,圣邦股份,6915231.479874067,656868.0477344398,241,699389578.69,DC/DC转换器、LED驱动器、MOSFET 驱动、POP音抑制器、比较器、耳机驱动器、负载开关、过压保护器件、锂电池充电管理芯片、模拟信号开关、视频驱动器、特殊开关系列、微处理器复位芯片、线性稳压器、小逻辑门、音频功率放大器、音频驱动器、运算放大器,电子元器件,公司是一家专注于高性能、高品质模拟集成电路芯片设计及销售的高新技术企业。公司产品涵盖信号链和电源管理两大领域，包括运算放大器、比较器、音/视频放大器、模拟开关、电平转换及接口电路、小逻辑芯片、AFE、LDO、DC/DC转换器、OVP、负载开关、LED驱动器、微处理器电源监控电路、马达驱动、MOSFET驱动及电池管理芯片等。公司产品可广泛应用于消费类电子、手机与通讯、工业控制、医疗仪器、汽车电子等领域，以及物联网、新能源、可穿戴设备、人工智能、智能家居、无人机、机器人和共享单车等新兴电子产品领域。
600845.SH,宝信软件,6681015.667524559,339913.48166666663,240,1818835200.72,宝信eCan办公信息化平台、宝信eCan中小企业协同交流平台、宝信eCop网络接入与综合管理平台（V5）、宝信MES BM2 V2.2、宝信采购管理系统、宝信车辆监控系统 VMCS、宝信钢铁企业统计系统、宝信高炉智能专家系统、宝信过程控制计算机应用系统开发平台、宝信基于B/S环保自动报表系统、宝信集中监控系统、宝信监控软件、宝信警务通eMobile、宝信企业资产管理产品化软件、宝信石化行业应急联动处置平台 iCV4.4P、宝信铁区MES产品化软件、宝信信息系统平台 iPlat4j & iPlat4net、宝信一体化监控指挥平台iCentroView、宝信一体化质量监控平台 iQualityView、宝信增强型高清晰闯红灯电子警察、宝信资源规划系统,ERP软件、OA软件、行业专用软件,"公司系宝钢股份控股的上市软件企业。历经多年发展,公司在推动信息化与工业化深度融合、支撑中国制造企业发展方式转变、提升城市智能化水平等方面作出了突出的贡献，成为中国领先的工业软件行业应用解决方案和服务提供商。公司产品与服务业绩遍及钢铁、交通、医药、有色、化工、装备制造、金融、公共服务、水利水务等多个行业。公司紧紧围绕“互联网+”、“中国制造2025”等国家战略，致力于推动新一代信息技术与制造技术融合发展，引领中国工业化与信息化的深度融合，促进制造企业从信息化、自动化向智慧制造迈进；同时，公司还持续强化智慧城市相关领域的开拓，在智能交通、智慧楼宇、公共服务等领域也拥有强大实力，努力推动智慧城市创新。"
000938.SZ,紫光股份,6597171.792351037,830172.3817095436,241,2147646278.03,紫光IBM IT产品销售、紫光IPv4／v6双栈核心路由器、紫光笔记本电脑、紫光耗材、紫光红外测温仪、紫光惠普IT产品销售、紫光家用消毒机、紫光刻录光盘、紫光苹果IT产品销售、紫光扫描仪、紫光数码相机、紫光台式电脑、紫光投影仪,IT产品销售、传输设备、存储设备、电脑配件、电脑整机、电气仪器仪表、光学设备、清洁器具、扫描仪、投影仪,公司是主营信息电子产业的中国高科技A股上市公司。公司的核心业务基本覆盖IT服务的重要领域：硬件方面提供智能网络设备、存储系统、全系列服务器等为主的面向未来计算架构的先进装备。公司结合全球信息产业的发展趋势及自身优势业务的特点，将公司战略聚焦于IT服务领域，致力于打造一条完整而强大的“云—网—端”产业链，向云计算、移动互联网和大数据处理等信息技术的行业应用领域全面深入，并成为集现代信息系统研发、建设、运营、维护于一体的全产业链服务提供商。公司源自清华，依托清华大学的综合性人才和科技资源优势，健康可持续发展，是国家重点高新技术企业、国家863计划成果产业化基地、历年入选中国电子信息“百强”企业。
002920.SZ,德赛西威,6270356.89980083,490292.6388962656,241,832922008.36,车载信息娱乐系统、驾驶信息显示系统、空调控制器、显示模组与系统、智能驾驶辅助系统,电子设备及加工、行业专用软件、汽车及零配件经销、专用设备与零部件,公司是国际领先的汽车电子企业之一，是智能网联技术积极推动者。德赛西威专注于人、机器和生活方式的无缝整合，为智能驾驶舱、智能驾驶以及车联网技术提供创新、智能、具有竞争力的产品解决方案和服务。德赛西威多年来在开发设计、质量管理和智能制造领域的专业能力，确保公司能够满足汽车制造厂商的多元需求，为客户提供卓越的产品和服务，与国内外汽车制造商建立了良好的合作关系。
300496.SZ,中科创达,5571394.396636275,784582.928792531,241,647269132.32,平板电脑、智能电视软件BigDroid、智能电视软件SmartDroid、智能电视软件TVDroid、智能手机,操作系统软件、电子设备及加工、通信终端设备,公司是全球领先的智能平台技术提供商。自2008年成立以来，公司致力于提供卓越的智能终端操作系统平台技术及解决方案，助力并加速智能手机、智能物联网、智能汽车等领域的产品化与技术创新。源于多年在Android、Linux、Windows和HTML5等操作系统技术的研发与创新，中科创达形成了从硬件驱动、操作系统内核、中间件到上层应用全面的技术体系。积累了丰富的研发经验和众多自有知识产权，具备强有力的技术开发和服务能力。核心技术涵盖了通信协议栈、深度学习、图形图像算法、操作系统优化和安全技术等多个方面。中科创达与智能终端产业链中的芯片、元器件、终端、软件与互联网厂商以及运营商等全球领先企业拥有紧密的合作关系，具有独特的垂直整合优势。
002555.SZ,三七互娱,5125870.869157813,766210.2052946058,241,2875575877.62,广汽AC燃油箱、奇瑞A3燃油箱、网络游戏、英伦帝华TX4II燃油箱,发动机设备、网络游戏,公司主要从事互动娱乐业务以及汽车塑料燃油箱制造、销售业务，其中互动娱乐业务以手机游戏和网页游戏的研发、发行和运营为主，同时布局影视、动漫、音乐、VR及直播等泛娱乐业务。公司核心团队由经验丰富的手机游戏、网页游戏发行团队，以及技术领先的研发团队组成。公司自主研发的一系列性能优异、稳定性强的游戏引擎、游戏框架等核心技术，能够支持开发高性能、可玩性强的大型精品网络游戏，是公司持续推出高质量精品游戏的重要保障。公司于2017年5月完成对上海墨鹍公司以及江苏智铭公司整体收购，增强了公司游戏研发实力以及发行能力。
600183.SH,生益科技,5086217.813951328,586973.0828672198,241,2829683547.57,生益覆铜板、生益硅微粉、生益陶瓷电子元件、生益印刷线路板、生益粘结片,半导体材料、电子设备及加工、电子元器件,公司始终立足于高标准、高品质、高性能、高可靠性，自主生产覆铜板、半固化片、绝缘层压板、金属基覆铜箔板、涂树脂铜箔、覆盖膜类等高端电子材料。产品主要供制作单、双面线路板及高多层线路板，广泛用于家电、手机、汽车、电脑、航空航天工业、通讯设备以及各种中高档电子产品中。公司的主导产品已获得华为、中兴、诺基亚、博世、联想、索尼、三星、飞利浦等国际知名企业的认证，拥有较大的竞争优势，产品销美洲、欧洲、韩国、日本、东南亚等世界多个国家和地区。
002916.SZ,深南电路,5018442.784498689,389561.0313153527,241,1480637000.32,PCBA板级、背板、处理器芯片封装基板、存储芯片封装基板、多功能金属基板、刚挠结合板、高频微波板、高速多层板、高速通信封装基板、功能性模块、厚铜板、射频模块封装基板、微机电系统封装基板、整机产品/ 系统总装,专用设备与零部件,公司始终专注于电子互联领域，致力于“打造世界级电子电路技术与解决方案的集成商”，拥有印制电路板、封装基板及电子装联三项业务，形成了业界独特的“3-In-One”业务布局：即以互联为核心，在不断强化印制电路板业务领先地位的同时，大力发展与其“技术同根”的封装基板业务及“客户同源”的电子装联业务。公司具备提供“样品→中小批量→大批量”的综合制造能力，通过开展方案设计、制造、电子装联、微组装和测试等全价值链服务，为客户提供专业高效的一站式综合解决方案。公司系国家火炬计划重点高新技术企业、印制电路板行业首家国家技术创新示范企业及国家企业技术中心；同时，公司系中国电子电路行业协会(CPCA)的理事长单位及标准委员会会长单位，主导、参与了多项行业标准的制定。
002600.SZ,领益智造,4852232.107203482,530259.3285518672,241,1180093116.13,MnZn软磁铁氧体、按键系列、车制件类、导热片、电池胶、干式异方性铁氧体永磁、光学胶、焊接工艺屏蔽罩  一体式屏蔽罩、键盘胶、金属件与胶，泡棉组合零件、金属手机内置结构件、镜头环系列、螺母类、螺丝类、镍锌软磁铁氧体、泡棉、屏蔽片、热熔胶、声学模组五金结构件（手机用MESH钢网）、声学丝网、湿式异方性铁氧体永磁、铁铜基粉末冶金件、橡胶垫片、橡胶铁氧体永磁、粘结钕铁硼永磁、支撑板、指纹环模组、转轴布,磁性材料、胶粘剂、专用设备与零部件,公司是国内大型铁氧体磁性材料元件制造商之一。主要产品包括铁氧体永磁元件、铁氧体软磁元件。2018年，公司通过重大资产重组，购买领益科技100%股权，公司的主营业务将由原来的磁性材料生产和销售变更为新型电子元器件、手机及电脑配件的生产和销售，公司成为拥有磁性材料、贸易及物流服务、平板显示、精密结构件、精密功能器件等业务并行的上市公司。领益科技的主营业务为新型电子元器件、导电材料、导热绝缘材料、屏蔽防辐射材料的技术开发、生产经营新型电子元器件、手机及电脑配件。
002384.SZ,东山精密,3612559.443266415,687336.2347593361,241,1862481138.84,钣金辅助设备、钣金柔性加工系统、表面处理、电子装配、激光切割、精密压铸、精密铸造设备、数控冲床、折弯机、质量控制,五金加工机械,公司是中国最大的专业从事精密钣金结构件工艺设计、制造服务企业，全球最大的基站天线精密钣金零部件提供商。公司集研发、生产、销售、服务业务为一体，为客户提供精密钣金件和精密铸件的制造与服务，已形成了产品结构研发、精密钣金制造、精密铸件制造、表面处理、精密组装、及时配送等在内的完整精密金属制造服务体系。通过了通讯设备制造商爱立信、朗讯、波尔威、安德鲁、安弗施，精密机床制造商沙迪克、阿奇夏米尔，核能设备制造商阿海珐，金融设备制造商NCR等客户严格的认证考核，并与其建立长期稳定的合作关系，为其全球分支机构提供可靠的产品和专业服务。
601231.SH,环旭电子,3204506.093164946,166842.42543983404,241,1857968074.82,背光源模块控制板、磁盘阵列系统(Array)、电脑主机板、客户端无线网络设备(CPE)、网络存储设备(NAS)、无线通讯模组(WM)、无线网卡(NIC)、销售终端设备(POS)、液晶面板控制板(VPD)、智能手持终端设备(SHD),存储设备、电子设备及加工、电子元器件、通信终端设备,公司是电子产品领域提供专业设计制造服务及解决方案的大型设计制造服务商。公司主要为国内外的品牌厂商提供各类电子产品的开发设计、物料采购、生产制造、物流、维修等专业服务，产品涵盖通讯类产品、电脑及存储类产品、消费电子类产品、工业类产品及其他类产品等。公司以资讯、通讯、消费电子及汽车电子等高端电子产品ODM、JDM、EMS为主，与许多国际电子产品品牌商，如苹果、友达光电、联想、英特尔、IBM等，建立了长期稳定的供应链合作关系。
300308.SZ,中际旭创,2762542.304000419,286604.81183817424,241,876977126.32,绑扎机、插入机、绝缘成形机、嵌线机、全自动流水线、绕线机、线圈压紧机、预整形机、中间形机、最终整形机,机床机械,公司是全球领先的数据中心光模块供应商，主要致力于高端光通信收发模块的研发、设计、封装、测试和销售，产品服务于云计算数据中心、数据通信、5G无线网络、电信传输和固网接入等领域的国内外客户。公司注重技术研发，并推动产品向高速率、小型化、低功耗、低成本方向发展，为云数据中心客户提供100G、200G、400G和800G的高速光模块，为电信设备商客户提供5G前传、中传和回传光模块，应用于城域网、骨干网和核心网传输光模块以及应用于固网FTTX光纤接入的光器件等高端整体解决方案，在行业内保持了出货量和市场份额的领先优势。根据市场权威机构LightCounting的报告，2017年、2018年，旭创科技连续两年位列全球光模块市场份额第二位；并预测有望在2020年排名全球光模块市场份额第一位。
002138.SZ,顺络电子,2723341.913494656,365815.37548132776,241,784625535.57,顺络电子NTC热敏电阻器、顺络电子SMT功率电感、顺络电子叠层片式LC滤波器、顺络电子叠层片式天线、顺络电子叠层片式铁氧体磁珠、顺络电子共模轭流线圈、顺络电子片式磁珠、顺络电子片式叠层介质滤波器、顺络电子片式高频电感、顺络电子片式三端EMI滤波器、顺络电子片式陶瓷体电感、顺络电子片式陶瓷体绕线电感、顺络电子片式铁氧体电感、顺络电子片式铁氧体绕线电感、顺络电子片式压敏电阻器、顺络电子绕线贴片功率电感,电子元器件,公司是一家专业从事各类片式电子元件研发、生产和销售的高新技术企业，主要产品包括叠层片式电感器、绕线片式电感器、共模扼流器、压敏电阻器、NTC热敏电阻器、LC滤波器、各类天线、NFC磁片、无线充电线圈组件、电容、电子变压器等电子元件。产品广泛应用于通讯、消费类电子、计算机、LED照明、安防、智能电网、医疗设备以及汽车电子等领域。秉承“遵偱标准、科技创新、持续改进，向全球客户提供优异的产品和完善的服务”的经营理念，凭借先进的管理体系、雄厚的开发能力、优异的产品质量和完善的服务，公司已成为众多国内知名企业的电子元件供应商。在电感细分领域内，公司在中国市场以及国际市场上均占有较高的市场占用率，技术和规模处于领先地位，公司的客户遍布全球，已成为国际电子产业链中不可或缺的供应商，为中国电子信息产业作出了贡献。
002463.SZ,沪电股份,2612719.1389894187,464633.113,241,1063500828.0,Linecard、背板、高密度集成板、厚铜板、混压板、埋被动元器件、企业通讯市场板、汽车板、散热板(背面连接金属块)、射频/微波/基站天线板、无卤素板,电子元器件,公司自成立以来一直立足于印制电路板的研发设计和生产制造。在全体员工的努力下，经过多年的市场拓展和品牌经营，现已发展成为是印制电路板行业内的重要品牌之一，在行业内享有盛誉。目前，公司主导产品为应用于通讯、通信设备以及汽车的印制电路板。公司专注于各类印制电路板的生产、销售及相关售后服务。目前公司主导产品为14-38层企业通讯市场板、中高阶汽车板，并以工业设备板等为有力补充，可广泛应用于通讯设备、汽车、工业设备、微波射频等多个领域。在激烈的市场竞争中，公司已经在技术、质量、成本、品牌、规模等方面形成竞争优势，居行业领先地位，连续多年入选行业研究机构N.T.Information发布的世界PCB制造企业百强以及中国印制电路行业协会(CPCA)发布的中国PCB百强企业，并被CPCA评为优秀民族品牌企业。
000988.SZ,华工科技,2520244.5546758715,427477.73595850624,241,760983179.01,华工激光打标机、华工激光雕刻竹简、华工激光焊接机、华工激光加工机、华工激光切割机、华工激光全息防伪产品、华工激光治疗仪、华工精密温度传感器、华工镭射电化铝、华工镭射防伪标识、华工热敏电阻、华工专用锯片,电子测试和测量仪器、电子设备及加工、电子元器件、发动机设备、其他工业用铝、轻型工程机械、诊断治疗设备,公司是华中地区一家高校背景的上市企业，也是一家以激光为主业的高科技企业。公司以“激光技术及其应用”为主业，在已形成的激光装备制造、光通信器件、激光全息仿伪、传感器、信息追溯的产业格局基础上，针对全球“再工业化”发展趋势以及自身特点，集中优势资源发展智能制造关键产品及解决方案。秉承“为制造的更高荣耀”的企业使命，公司旗下企业华工激光、华工正源、华工高理、华工图像、华工赛百的产品广泛应用于机械制造、航空航天、汽车工业、钢铁冶金、船舶工业、通信网络等重要领域，市场占有率处于行业领先地位。依托国家级企业技术中心、激光国家工程激光技术国家重点实验室、激光加工国家工程中心、教育部敏感陶瓷工程研究中心，公司与国内外科研院所、研究机构开展多层次技术交流和合作，与国际先进技术零距离对接，并先后承担国家“863”计划项目、国家高技术产业化示范工程项目、国家科技支撑计划项目、高档数控机床国家重大专项等多项。
