code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
688202.SH,美迪西,3147097.089888614,337547.4365145228,241,282222910.23,蛋白靶标验证、毒理学安全性评价研究、化合物活性筛选及优化、化学合成、结构生物学、药代动力学、药效学、原料药与制剂工艺研究、质量标准和稳定性研究,化学试剂、生物诊断试剂、药品经销,公司是一家专业的生物医药临床前综合研发服务CRO，为全球的医药企业和科研机构提供全方位的符合国内及国际申报标准的一站式新药研发服务。公司的CRO服务涵盖药物发现、药学研究以及临床前研究。公司为国内大型制药企业及众多新兴的知名创新生物技术企业提供全方位新药临床前研发服务，是少数拥有国内领先、国际先进、符合国际临床前研究标准的综合性技术服务平台的临床前CRO企业之一。公司主要通过接受客户的委托，开展新药研究服务，并按照合同约定将研究成果和数据等资料移交给客户，从而向客户收取研究服务费来实现盈利。公司拥有全面的临床前新药研发能力及丰富的研发经验，公司创始人CHUN-LIN CHEN先生是“千人计划”国家特聘专家，各业务板块主要管理人员都在医药研发领域经验丰富，公司的研究质量控制体系达到国际先进水平。
688139.SH,海尔生物,2948851.5510286805,175002.5039211618,241,845035305.76,-30℃自动化冷库/血浆库、BIMS生物样本库信息管理系统、U-Cool冷链监控系统、冰衬疫苗冷藏箱/冷冻箱、超低温保存箱、低温保存箱、低温防爆保存箱、低温风冷保存箱、洁净台、生物安全柜、太阳能疫苗冷藏箱/冷冻箱、物联网 恒温转运箱、物联网接种台疫苗冷藏箱、物联网冷链室疫苗冷藏箱、物联网试剂冷藏箱、物联网血液冷藏箱、物联网云芯超低温保存箱、血液冷藏箱、液氮罐,行业专用软件、金属包装制品、制冷器具、专用设备与零部件,公司是基于物联网转型的生物科技综合解决方案服务商。公司主要为生物样本库、药品与试剂安全、血液安全、疫苗安全、生命科学实验室等五大应用场景提供低温存储解决方案。公司打破国外垄断，突破生物医疗低温技术，荣获行业内唯一的国家科技进步奖。市场份额位居国产品牌公司首位，并成为世界卫生组织(WHO)、联合国儿童基金会(UNICEF)的长期采购供应商。公司的销售模式包括经销和直销，公司盈利模式为向客户提供综合解决方案，既包括销售公司自产的低温存储设备，也会根据客户需求从第三方采购器材和用品。公司具有行业领先的技术实力与产业化经验，建立了覆盖全国的经销网络和售后服务体系。公司致力于低温存储设备制造与物联网平台的融合，在行业内占据了先发优势。
688029.SH,南微医学,2893732.5926750205,189377.54452697095,241,324750539.99,FNA穿刺活检针1、FNB穿刺活检针2、斑马导丝、鼻胆引流管、肠道支架/TTS肠道支架、胆道支架/TTS胆道支架、靛胭脂粘膜染色剂、高频电刀、活检钳、可携带125I放射粒子支架、可旋转重复开闭软组织夹、扩张球囊、南京微创ERCP、南京微创活检钳、南京微创其他手术辅助耗材、南京微创清洁刷、南京微创细胞刷、南京微创支架及置入器、南京微创止血夹、气管支架、切开刀、取石球囊、取石网篮、圈套器、三级扩张球囊、食道支架、塑料支架、套扎器、微波消融仪、微波消融针、细胞刷、一次性内窥镜用注射针,手术与注射器械,公司是一家主要从事微创医疗器械研发、制造和销售的企业。公司主要产品包括内镜诊疗器械和肿瘤消融设备及耗材。公司作为我国内镜诊疗器械行业的重要生产商，部分产品已经具备与国外主要竞争对手竞争的能力。公司子公司微创美国是美国最大的采购组织之一HPG的合格供应商，公司子公司康友医疗是我国领先的肿瘤消融设备及耗材制造商，产销规模占据行业突出位置。公司主要销售模式有经销、直销及贴牌销售。公司重视研发，建立了内镜诊疗、肿瘤消融、光学相干断层扫描成像(OTC)三大技术平台，形成了多项行业领先的核心技术。此外，公司建立起了覆盖国内外的营销网络，形成了广阔的市场覆盖，产品已销售至50多个国家和地区。
688301.SH,奕瑞科技,2792451.314783917,193386.48229875517,241,484039540.68,齿科系列、放疗系列、工业安防系列、普放无线系列、普放有线系列、乳腺系列,电子测试和测量仪器、诊断治疗设备,公司是一家以全产业链技术发展趋势为导向、技术水平与国际接轨的数字化X线探测器生产商，主要从事数字化X线探测器研发、生产、销售与服务，产品广泛应用于医学诊断与治疗、工业无损检测、安防检查等领域。公司为全球少数几家同时掌握非晶硅、IGZO、CMOS和柔性基板四大传感器技术并具备量产能力的X线探测器公司之一。公司产品在图像性能、质量稳定性和可靠性等方面已达到全球领先水平，并通过在高性能闪烁体制备、高灵敏度低噪声传感器和电子电源设计、嵌入式智能系统和图像算法等领域的技术突破，成功实现了差异化布局，提升了公司的核心竞争力。公司经过多年发展，已成为全球数字化X线探测器行业知名企业，产品远销亚洲、美洲、欧洲等地共计70余个国家和地区，得到柯尼卡、锐珂、富士、西门子、飞利浦、安科锐、DRGEM、上海联影、万东医疗、普爱医疗、蓝韵影像、东软医疗及深圳安科等国内外知名影像设备厂商的认可。
300725.SZ,药石科技,2738812.5543961497,494770.4498879668,241,486559403.95,药石科技药物分子砌块,原料药,"公司是药物研发领域全球领先的创新型化学产品和服务供应商。主要从事生物医药中小分子药物研发产业链上从药物分子砌块设计、研发、工艺优化到商业化生产所有涉及化学的业务。同时,公司的主营业务还包括技术服务。通过多年精心耕耘，已经凭借在分子砌块领域卓越的设计、合成和供应能力，获得业界广泛认可。目前，公司已为全球医药企业构建了一个品类多样、结构新颖、性能高效的药物分子砌块库，通过使用、组合这些分子砌块，可以帮助新药研发企业在药物发现阶段快速获得大量候选化合物用于筛选和评估，并高效发现化合物结构和活性关系，最终确定临床候选物，从而极大地缩短新药研制的时间和经济成本。公司已经与世界排名前二十中大部分制药企业达成合作，并为全球几百家中小型生物制药公司提供产品和服务。"
688289.SH,圣湘生物,2666082.987551867,166883.64927800832,241,2242696395.58,POCT移动分子诊断系统系列仪器、病毒性肝炎系列试剂、第三方医学检验服务、儿科感染系列试剂、核酸提取系列试剂、核酸血液筛查系列试剂、呼吸道感染系列试剂、科研、公共卫生、动物疫病系列试剂、科研服务、全自动核酸检测反应体系构建系列仪器、生化系列试剂、生殖道感染与遗传系列试剂、荧光PCR检测分析软件,行业专用软件、生物诊断试剂、医院、诊断治疗设备,"公司是一家以自主创新基因技术为核心，集诊断试剂和仪器的研发、生产、销售，以及第三方医学检验服务于一体的体外诊断整体解决方案提供商，是国内技术先进、产品齐全的体外诊断领军企业之一，致力于成为全球领先的创新型高端分子诊断企业和基因科技的普惠者，服务于各类疾病防控、突发疫情防控等全民健康事业，助力国家精准医疗体系和分级诊疗体系建设，公司建立了完善的全流程质控体系和营销服务体系，产品已在全国2,000多家标杆医院、第三方医学检验机构及其他医疗机构广泛使用，并远销全球40多个国家，公司自主研发的创新型技术和产品，填补了国内多项空白，获得国家科技进步二等奖、中国专利优秀奖等国家级重大奖项20余项，被评为国家知识产权示范企业、国家高新技术企业。"
688050.SH,爱博医疗,2509263.4633278674,249440.11847302906,241,171344218.27,动物用晶体、角膜塑形用硬性透气接触镜、可折叠一件式人工晶状体、泪液分泌检测滤纸、囊袋张力环、人工晶状体、人工晶状体(含预装式)III类医疗器械、人工晶状体(含预装式)欧盟认证IIb类、眼科手术器械、一次性人工晶状体植入系统、一次性使用眼科手术用刀、医用透明质酸钠凝胶、硬性透气角膜接触镜,手术与注射器械、医疗器械用制剂、医用辅助设备、医用耗材,"公司是由国家“千人计划”和北京市“海聚工程”特聘专家解江冰博士创办的高新技术企业，专注于眼科医疗器械的自主研发、生产、销售及相关服务。目前公司主要产品覆盖手术和视光两大领域，主要针对白内障和屈光不正这两大类造成致盲和视力障碍的主要眼科疾病，其中手术领域的核心产品为人工晶状体，视光领域的核心产品为角膜塑形镜，以及围绕这两项核心产品研发生产的一系列配套产品。公司中长期发展目标是开发眼科全系列医疗产品，包括植入类眼科耗材、手术器械、手术设备、视光产品、眼科制剂等产品，覆盖白内障、屈光不正、青光眼、眼底病变等诸多领域，成为国内眼科医疗领域的创新型领军企业。公司专利ZL201210017055.4后房型人工晶状体获得“第二十一届中国专利优秀奖”。公司人工晶状体产品上市以来，已覆盖国内30多个省、自治区和直辖市的1,000多家医院，并且已出口至德国、法国、荷兰、意大利、奥地利、卢森堡、泰国、巴基斯坦等国家，累计销售近100万片。2015年至今，公司产品密集入选中国政府对非洲和“一带一路”国家“光明行”医疗援助项目，为20多个国家的患者带来光明，打破了中国白内障医疗援外项目主要使用进口人工晶状体的局面。"
301047.SZ,义翘神州,2474396.2562874253,319718.89559281437,167,720013671.11,核酸酶（SSNP01）、基因产品（human EGFR gene HG10001-ACG; human PD-1 gene HG10377-CM）、流式抗体产品（human CD3抗体10977-M001-A；human CD8抗体10980-MM20-F）、培养基（HEK293细胞二代培养基M293TII；SF昆虫培养基MSF1；CHO细胞培养基MCHOGSI）、试剂盒（human IFNg试剂盒KIT11725A；human IL4试剂盒KIT11846）、细胞因子蛋白产品（human IL2 protein 11848-HNAY1; human GCSF protein 10007-HNAH）、细胞因子蛋白产品（human TGFb1蛋白10804-HNAC；human bFGF蛋白10014-HNAE；human LIF蛋白14890-HNAH）、信号传导类抗体（AKT信号通路-human PIK3CA抗体100993-T34；p53信号通路-human p53抗体100035-T32；NF-KB信号通路-human IKK beta抗体201487-T44）,生物诊断试剂,北京义翘神州科技有限公司(Sino Biological Inc.)成立于2007年，是北京经济技术开发区内的高新技术企业，重点从事重组蛋白、抗体、cDNA克隆、ELISA试剂盒等的研发与生产。同时，义翘神州也致力于生物技术药物如单克隆抗体、重组蛋白药物、病毒疫苗、快速诊断等的研发与技术服务。拥有领先的单克隆抗体和重组蛋白药物的生产工艺技术平台，每年新增重组蛋白800-1000种，新增抗体1500余种，为多个跨国制药企业在重组蛋白和单克抗体研发领域提供技术服务。
688298.SH,东方生物,2442564.6473029046,711094.702493776,241,4920188146.66,癌胚抗原检测试剂盒、丙型肝炎病毒抗体检测试剂盒、促黄体生成素检测试剂盒、大便隐血检测试剂盒、大麻联检试剂盒、低密度脂蛋白胆固醇（LDLC）测定试剂盒、多项尿液分析试纸条、甘油三酯（TG）测定试剂盒、高密度脂蛋白胆固醇(HDLC)测定试剂盒、肌红蛋白/肌酸激酶同工媚/心肌肌钙蛋白三合一检测试剂盒、甲胎蛋白检测试剂盒、可卡因联检试剂盒、吗啡联检试剂盒、疟疾检测试剂盒、前列腺特异抗原检测试剂盒、人类免疫缺陷病毒抗体检测试剂盒、人绒毛膜促性腺激素检测试剂盒、同型半胱氨酸测定试剂盒、唾液酒精检测试纸条、心肌肌钙蛋白I检测试剂盒、幽门螺旋杆菌检测试剂盒,生物诊断试剂,公司是一家专业从事体外诊断产品研发、生产与销售的公司，目前已完成从抗原抗体等生物原料，到体外诊断试剂以及体外诊断仪器的全产业链布局，形成了以POCT即时诊断试剂为主导产品，重点发展分子诊断、生物原料、诊断仪器和液态生物芯片等产品的业务格局。发行人一直秉承全球化发展战略，已取得CFDA产品证书及备案凭证66项，FDA(510K)产品认证31项，欧盟CE产品认证225项，加拿大MDL产品认证67项，墨西哥医疗器械产品认证3项，产品远销北美洲、亚洲、非洲、欧洲、南美洲和大洋洲，客户遍布全球一百多个国家，并在美国、加拿大设立了全资子公司，外销占比约95%，是国内少有的全面打开海外市场的医疗器械生产企业。发行人依托全球化的研发团队，建立了“体外诊断试剂省级高新技术企业研究开发中心”和“院士专家工作站”，与比尔及梅琳达·盖茨基金会、上海交通大学、浙江大学、浙江省生物治疗重点实验室等国内外机构展开了合作，先后承担了国家火炬计划、湖州南太湖精英计划等多项科研项目，成功研发了多项体外诊断产品，获得了国家火炬计划产业化示范项目证书、浙江省重点高新技术产品、湖州市科学技术进步奖、浙江省级科学技术成果登记证书等多项荣誉。
688520.SH,神州细胞-U,2323567.342843726,59022.02367634855,241,-866850561.88,SCT1000/14价HPV疫苗、SCT200/EGFR单抗、SCT210/EGFR单抗、SCT300/长效IFN-β、SCT400/CD20单抗、SCT510/贝伐珠单抗、SCT510A/VEGF单抗、SCT520F/VEGF单抗、SCT520FF/VEGF Fab、SCT630/阿达木单抗、SCT640A/TNF-α单抗、SCT650A/IL17单抗、SCT720/ERBB2单抗、SCT800/重组八因子、SCTB03/双特异抗体、SCTB07/双特异抗体、SCTB54/双特异抗体、SCTB72/双特异抗体、SCTC21/CD38单抗、SCTI04/4-1BB单抗、SCT-I10A/PD-1单抗、SCTI13/CD47单抗,抗肿瘤制剂、原料药,公司是一家领先的创新型生物制药研发和产业化开发公司，专注于恶性肿瘤、自身免疫性疾病、感染性疾病和遗传病等多个治疗和预防领域的生物药产品研发和产业化，公司一直致力于通过生命科学和工程技术创新，建立具有领先技术水平和成本优势的生物药研发和生产技术平台，解决新药研发和生产中的技术断点和瓶颈，为全球患者提供高质量并在经济成本方面可被大众承担的生物药，以提高我国和发展中国家患者对高端生物药的可及性，同时公司致力于通过研发在临床上具有差异化竞争优势的同类最佳(Best-in-Class)创新生物药产品，以实现我国自主研发和生产的生物药进入欧美发达国家市场、惠及全球患者、树立领先生物制药国际品牌的目标。
000403.SZ,派林生物,2136739.0392670454,105739.15467219918,241,391063978.44,静注人免疫球蛋白(pH4)、狂犬病人免疫球蛋白、破伤风人免疫球蛋白、人免疫球蛋白、人凝血因子Ⅷ、人血白蛋白、乙型肝炎人免疫球蛋白,生物诊断试剂、调节免疫功能制剂、血液系统用制剂,公司的主要业务为生产和销售血液制品，公司主要产品为人血白蛋白、静注人免疫球蛋白(pH4)、人免疫球蛋白、乙型肝炎人免疫球蛋白、破伤风人免疫球蛋白、狂犬病人免疫球蛋白。公司始终致力于发展子公司广东双林的血液制品产业，公司拥有独立的研发团队，建有广东省血液制品工程技术研究开发中心、广东省企业技术中心、湛江市生物制药工程技术研究开发中心和广东省制药行业最高规格的SPF及现代化动物实验中心。“压滤工艺分离人血浆蛋白的方法”获得广东省发明专利金奖、国家专利奖优秀奖。
688366.SH,昊海生科,2046050.3975103735,227332.31893360996,241,352235233.39,玻璃酸钠注射液、玻尿酸、人工晶状体、润眼液、视光材料、眼科粘弹剂、医用几丁糖（防粘连用）、医用几丁糖（关节腔内注射用）、医用胶原蛋白海绵、医用透明质酸钠凝胶、重组人表皮生长因子,化学试剂、生物诊断试剂、医疗器械用制剂,公司是一家应用生物医用材料技术和基因工程技术进行医疗器械和药品研发、生产和销售的科技创新型企业，致力于通过技术创新及转化、国内外资源整合及规模化生产，为市场提供创新医疗产品，逐步实现相关医药产品的进口替代，成为有关生物医用材料领域的领军企业。经过十余年不断自主创新和产业整合，公司完成了以医用透明质酸钠/玻璃酸钠和医用几丁糖为代表的可吸收生物医用材料的行业重组，实现了创新基因工程药物重组人表皮生长因子的产业化，进而在眼科、整形美容与创面护理、骨科和防粘连及止血四个主要业务领域取得了行业领先优势。此基础之上，公司通过一系列并购，构建了从原料制备、光学设计、创新工艺研发到规模化生产和专业市场营销的人工晶状体全产业链。
600529.SH,山东药玻,2031306.2943623362,371916.91207053943,241,591088499.35,沂蒙安瓿、沂蒙丁基胶塞、沂蒙管瓶、沂蒙管制药用玻璃瓶、沂蒙铝塑盖、沂蒙铝塑盖塑料瓶、沂蒙模制药用玻璃瓶、沂蒙输液瓶、沂蒙塑料瓶、沂蒙药用玻璃管、沂蒙棕色瓶,玻璃容器、塑料包装制品,"公司以医药、食品、日用品行业为服务对象，生产各种药用、食品、日用品包装材料,产品市场覆盖32个省、市、自治区，并远销欧、美、俄、日、韩、东南亚等60多个国家和地区，每年为制药、食品、化妆工业提供百亿支各种规格的包装产品，这些产品中有模制抗生素瓶系列产品、管制瓶系列产品、棕色瓶系列产品、中性硼硅玻璃系列产品、输液瓶系列产品、日化瓶系列产品、食品瓶系列产品、丁基橡胶塞系列产品、预灌封注射器系列产品、铝塑盖系列产品、塑料瓶系列产品等，适用于制药工业粉针、水针、输液、口服液、冻干、生物制剂、片剂等不同药品制剂及食品、化妆品的包装需要。其中公司的主导产品模制抗生素瓶销往国内外各制药企业，与上药集团、广药集团、哈药集团、华北制药集团、东瑞制药、辉瑞制药、中美上海施贵宝等1200多家中外制药厂家建立了长期稳定的供货关系。公司已成为中国最大的医药玻璃专业制造商，生产规模位居亚洲前列。"
